0 76.099998 32.400002 98.500000 100.000000
150 80.400002 31.900002 99.400002 100.000000
300 83.900002 33.199997 99.400002 100.000000
450 87.000000 35.799999 99.599998 100.000000
600 90.100006 37.500000 99.699997 100.000000
750 90.100006 36.299999 100.000000 100.000000
900 93.800003 38.700001 99.800003 100.000000
1050 94.400002 38.800003 99.699997 100.000000
1200 95.599998 40.900002 100.000000 100.000000
1350 97.399994 41.100002 100.000000 100.000000
1500 97.899994 40.799999 99.900002 100.000000
1650 98.599998 40.700001 99.900002 100.000000
1800 98.099998 38.800003 100.000000 100.000000
1950 98.799995 39.500000 99.800003 100.000000
2100 98.699997 40.500000 100.000000 100.000000
2250 99.500000 40.700001 100.000000 100.000000
2400 99.099998 41.200001 99.900002 100.000000
2550 99.900002 40.400002 100.000000 100.000000
2700 99.500000 40.599998 100.000000 100.000000
2850 99.400002 43.299999 99.900002 100.000000
3000 99.800003 42.099998 99.900002 100.000000
