0 77.120003 31.360001 99.849998 99.849998
150 80.769997 31.779999 99.970001 99.970001
300 84.669998 33.480000 100.000000 100.000000
450 87.760002 35.049999 100.000000 100.000000
600 89.610001 35.650002 100.000000 100.000000
750 92.690002 38.280003 100.000000 100.000000
900 93.790001 38.340000 100.000000 100.000000
1050 95.190002 38.440002 100.000000 100.000000
1200 96.389999 39.719997 100.000000 100.000000
1350 97.629997 39.910000 100.000000 100.000000
1500 98.309998 40.869999 100.000000 100.000000
1650 98.489998 41.130001 100.000000 100.000000
1800 99.019997 41.029999 100.000000 100.000000
1950 99.019997 41.250000 100.000000 100.000000
2100 99.339996 40.669998 100.000000 100.000000
2250 99.519997 39.689999 100.000000 100.000000
2400 99.610001 41.010002 100.000000 100.000000
2550 99.559998 41.299999 100.000000 100.000000
2700 99.599998 41.420002 100.000000 100.000000
2850 99.639999 41.130001 100.000000 100.000000
3000 99.669998 40.930000 100.000000 100.000000
