0 100.000000 99.949997 100.000000 22.020000 5.160000 12.670000 3.190000
100 100.000000 99.949997 100.000000 24.050001 5.150000 16.539999 2.690000
200 99.989998 99.980003 99.980003 26.140001 6.050000 18.570000 3.340000
300 100.000000 99.970001 99.989998 27.389999 6.290000 20.309999 3.550000
400 100.000000 99.980003 100.000000 29.699999 6.420000 24.209999 4.050000
500 100.000000 99.989998 100.000000 30.770000 7.300000 26.890001 3.930000
600 100.000000 100.000000 100.000000 33.439999 7.470000 29.940001 4.160000
700 100.000000 100.000000 100.000000 35.180000 7.740000 33.459999 4.340000
800 100.000000 100.000000 100.000000 36.369999 7.900001 35.580002 4.650000
900 100.000000 100.000000 100.000000 37.770000 9.160000 38.870003 4.900000
1000 100.000000 100.000000 100.000000 40.520000 9.120000 41.870003 4.870000
1100 100.000000 100.000000 100.000000 41.370003 8.720000 44.510002 4.930000
1200 100.000000 100.000000 100.000000 43.579998 9.830000 47.560001 5.220000
1300 100.000000 100.000000 100.000000 45.410000 10.080000 51.799999 5.540000
1400 100.000000 100.000000 100.000000 46.959999 10.000000 53.680004 5.310000
1500 100.000000 100.000000 100.000000 48.669998 9.960000 55.860001 5.940000
1600 100.000000 100.000000 100.000000 50.150002 11.330000 59.630001 6.180000
1700 100.000000 100.000000 100.000000 53.329998 11.250000 62.970001 6.860000
1800 100.000000 100.000000 100.000000 54.869999 12.150000 66.320000 6.600000
1900 100.000000 100.000000 100.000000 56.260002 11.980000 68.680000 6.750000
2000 100.000000 100.000000 100.000000 57.750000 12.320000 72.150002 6.720000
2100 100.000000 100.000000 100.000000 59.410000 13.300000 75.559998 7.130000
2200 100.000000 100.000000 100.000000 62.019997 13.630000 78.330002 7.430000
2300 100.000000 100.000000 100.000000 63.110001 13.719999 80.870003 7.540000
2400 100.000000 100.000000 100.000000 65.449997 14.330000 83.660004 7.510000
2500 100.000000 100.000000 100.000000 66.019997 14.940000 86.989998 7.490000
2600 100.000000 100.000000 100.000000 67.119995 14.830001 87.320000 8.110001
2700 100.000000 100.000000 100.000000 67.669998 15.200000 87.680000 8.600000
2800 100.000000 100.000000 100.000000 68.720001 16.280001 87.800003 8.730000
2900 100.000000 100.000000 100.000000 68.610001 16.440001 88.459999 8.690001
3000 100.000000 100.000000 100.000000 68.110001 17.550001 88.860001 9.550000
