20000 72579 0
20000 70190 0
20000 63975 2
20000 68321 0
20000 59357 0
20000 70310 0
20000 63709 0
20000 71461 0
20000 50587 0
20000 75642 0
20000 66585 20
20000 57511 0
20000 75341 0
20000 65447 0
20000 68969 0
20000 65511 262
20000 64096 0
20000 86749 0
20000 71314 0
20000 67726 344
20000 59597 0
20000 75060 0
20000 57137 444
20000 72446 0
20000 72351 0
20000 76899 0
20000 70185 0
20000 71807 0
20000 74061 0
20000 57727 0
20000 60466 0
20000 61801 0
20000 65172 0
20000 80373 0
20000 67156 0
20000 43595 180
20000 71790 0
20000 78460 0
20000 67439 0
20000 77343 0
20000 67658 0
20000 73137 0
20000 67806 0
20000 55036 0
20000 64937 0
20000 67790 0
20000 57179 0
20000 81530 0
20000 68444 0
20000 67026 65
20000 47049 426
20000 77615 0
20000 52073 776
20000 73244 0
20000 58821 0
20000 70960 170
20000 65395 474
20000 69820 0
20000 76390 0
20000 72259 362
20000 67934 0
20000 83908 0
20000 57318 402
20000 70242 2
20000 65266 0
20000 47774 940
20000 72566 0
20000 66484 0
20000 68928 0
20000 65292 0
20000 72900 0
20000 64222 0
20000 62842 0
20000 61896 0
20000 66939 0
20000 61749 0
20000 82694 0
20000 69307 0
20000 65485 0
20000 71001 0
20000 59418 2
20000 74711 0
20000 66809 0
20000 68487 0
20000 71046 0
20000 76692 0
20000 67553 0
20000 68587 0
20000 71608 0
20000 71261 0
20000 60582 0
20000 57881 0
20000 78472 0
20000 81949 0
20000 78687 0
20000 50791 0
20000 60552 0
20000 69586 0
20000 58409 0
20000 79610 190
20000 63385 0
20000 77673 0
20000 68332 0
20000 63961 0
20000 72260 0
20000 78013 940
20000 73106 0
20000 71736 0
20000 72243 0
20000 55753 0
20000 74786 612
20000 79417 0
20000 53140 0
20000 57917 430
20000 66086 0
20000 81376 0
20000 74740 0
20000 59621 306
20000 64623 0
20000 68776 0
20000 65934 660
20000 59451 0
20000 69608 0
20000 74582 0
20000 66482 0
20000 82017 0
20000 62324 898
20000 70290 0
20000 70434 0
20000 72528 0
20000 66418 0
20000 81772 0
20000 62113 0
20000 68793 156
20000 74194 0
20000 76474 0
20000 72242 0
20000 68250 0
20000 64756 0
20000 55552 0
20000 84677 0
20000 64440 0
20000 59052 536
20000 70290 1196
20000 67051 0
20000 55067 52
20000 68150 0
20000 73489 0
20000 83492 0
20000 80819 0
20000 62546 414
20000 80484 0
20000 70702 0
20000 58203 0
20000 79937 0
20000 47718 0
20000 68198 0
20000 77977 0
20000 74266 0
20000 80313 0
20000 72273 0
20000 78958 0
20000 65384 868
20000 84781 0
20000 75062 0
20000 66489 156
20000 73407 0
20000 66144 0
20000 85597 0
20000 78961 0
20000 58940 64
20000 49304 56
20000 70978 0
20000 72995 0
20000 62378 590
20000 63095 0
20000 68929 0
20000 80853 0
20000 65290 0
20000 71672 0
20000 76179 0
20000 83249 0
20000 59868 0
20000 53829 28
20000 83840 0
20000 75504 0
20000 68915 0
20000 74118 0
20000 72145 550
20000 67480 0
20000 62037 0
20000 69974 0
20000 61775 0
20000 74458 0
20000 73884 0
20000 64151 0
20000 72082 0
20000 72995 0
20000 58041 0
20000 56763 316
20000 74975 0
20000 73300 0
20000 80140 0
20000 56075 0
20000 45632 0
20000 75553 0
20000 68404 174
20000 66106 0
20000 73450 0
20000 71772 0
20000 69938 930
20000 71014 914
20000 64466 164
20000 71488 0
20000 52971 2
20000 67688 0
20000 67294 0
20000 74300 0
20000 85068 0
20000 85680 0
20000 62780 0
20000 83027 0
20000 62769 0
20000 70599 0
20000 72783 0
20000 84150 0
20000 75859 0
20000 63413 0
20000 60690 290
20000 60715 0
20000 81204 0
20000 60514 0
20000 70224 0
20000 65417 2
20000 72862 0
20000 68159 0
20000 64366 0
20000 68520 0
20000 65715 0
20000 77869 0
20000 58968 0
20000 82102 0
20000 68019 0
20000 64762 828
20000 84002 0
20000 68699 0
20000 74950 0
20000 71884 0
20000 57535 0
20000 59720 0
20000 62743 0
20000 62784 654
20000 55031 282
20000 69174 0
20000 84465 0
20000 70035 0
20000 72597 0
20000 58167 1430
20000 65996 236
20000 64485 0
20000 68355 0
20000 76568 0
20000 73270 664
20000 62328 0
20000 68075 0
20000 71916 0
20000 64613 0
20000 68071 0
20000 80026 0
20000 70389 0
20000 76293 0
20000 60482 158
20000 76560 0
20000 67098 0
20000 75344 0
20000 80040 0
20000 83995 0
20000 63448 0
20000 60360 0
20000 52238 0
20000 77712 0
20000 84838 0
20000 52591 398
20000 64971 0
20000 76046 0
20000 64777 1
20000 65983 0
20000 80294 0
20000 63894 0
20000 72020 0
20000 84451 0
20000 58163 908
20000 71374 0
20000 73110 0
20000 76625 0
20000 64318 0
20000 58914 0
20000 69905 0
20000 51604 0
20000 70696 0
20000 64687 0
20000 83470 60
20000 65114 0
20000 57376 1
20000 56019 388
20000 63683 0
20000 68158 0
20000 68790 0
20000 84762 0
20000 70324 0
20000 75090 0
20000 48161 152
20000 78237 0
20000 52274 514
20000 76678 0
20000 79835 0
20000 55440 0
20000 81253 0
20000 75866 0
20000 77313 0
20000 73188 0
20000 80017 0
20000 66627 0
20000 79693 0
20000 73523 0
20000 60280 0
20000 67794 0
20000 55504 0
20000 64574 0
20000 61050 0
20000 74620 0
20000 61562 0
20000 71143 0
20000 72256 0
20000 60103 6
20000 73268 0
20000 55024 0
20000 64646 0
20000 67672 82
20000 67853 0
20000 74425 0
20000 65102 0
20000 71946 0
20000 67776 92
20000 61242 0
20000 71819 0
20000 73826 0
20000 63767 0
20000 78980 0
20000 72922 0
20000 56198 0
20000 80609 0
20000 82608 0
20000 65819 0
20000 63286 0
20000 53418 568
20000 60558 0
20000 69412 876
20000 83087 0
20000 71594 0
20000 69000 0
20000 66138 206
20000 69316 0
20000 66257 810
20000 67158 106
20000 66020 520
20000 69197 0
20000 72811 0
20000 77848 0
20000 71180 0
20000 80804 0
20000 74219 20
20000 72651 0
20000 80532 0
20000 60605 0
20000 78225 0
20000 70252 270
20000 59908 204
20000 75746 0
20000 75538 0
20000 53286 0
20000 68314 0
20000 69573 1282
20000 56481 0
20000 65813 0
20000 61277 66
20000 62047 0
20000 68729 192
20000 73595 0
20000 71702 0
20000 69676 0
20000 71112 0
20000 73265 0
20000 66943 0
20000 70057 0
20000 73029 0
20000 88383 0
20000 67402 0
20000 79510 0
20000 55962 0
20000 66017 0
20000 59205 206
20000 73012 0
20000 81139 0
20000 55970 1470
20000 70732 40
20000 57043 308
20000 72368 0
20000 76771 0
20000 65463 0
20000 81984 0
20000 72668 0
20000 66762 0
20000 64811 424
20000 77302 0
20000 61514 0
20000 66875 924
20000 68209 0
20000 71491 0
20000 75204 0
20000 73791 0
20000 74321 0
20000 73748 0
20000 66073 170
20000 73169 0
20000 70384 0
20000 82638 0
20000 81099 280
20000 64010 0
20000 75276 0
20000 69908 0
20000 61898 0
20000 64366 722
20000 82811 0
20000 83904 0
20000 69146 0
20000 64860 0
20000 81291 554
20000 66942 0
20000 77636 316
20000 73620 0
20000 62497 702
20000 68555 0
20000 77000 0
20000 73832 0
20000 77810 0
20000 56668 0
20000 59997 10
20000 66811 0
20000 63076 0
20000 77422 0
20000 49068 356
20000 62890 0
20000 68573 0
20000 73693 0
20000 72945 0
20000 79675 0
20000 58322 0
20000 67026 0
20000 80262 0
20000 73410 0
20000 66928 0
20000 77967 0
20000 71892 0
20000 69470 0
20000 63978 0
20000 58200 0
20000 71989 0
20000 59835 0
20000 82096 0
20000 77721 0
20000 55250 0
20000 75846 208
20000 74836 0
20000 66220 0
20000 68980 0
20000 78368 306
20000 69387 0
20000 74740 0
20000 74343 0
20000 67443 0
20000 60121 0
20000 57701 0
20000 69562 0
20000 76301 0
20000 59591 660
20000 55487 126
20000 43948 0
