0 96.400002 42.500000 99.699997 
150 97.699997 44.200001 99.699997 
300 98.500000 47.400002 99.599998 
450 98.599998 44.600002 99.800003 
600 98.799995 47.200001 100.000000 
750 99.599998 49.099998 99.699997 
900 99.599998 45.100002 100.000000 
1050 99.699997 45.200001 100.000000 
1200 99.800003 48.200001 100.000000 
1350 99.900002 50.300003 99.900002 
1500 100.000000 44.000000 100.000000 
1650 99.900002 47.799999 99.900002 
1800 100.000000 49.299999 99.800003 
1950 99.900002 50.000000 100.000000 
2100 100.000000 50.400002 99.900002 
2250 99.900002 49.799999 100.000000 
2400 100.000000 48.299999 100.000000 
2550 100.000000 49.000000 100.000000 
2700 100.000000 51.000000 100.000000 
2850 100.000000 50.099998 100.000000 
3000 100.000000 50.300003 100.000000 
