0 3.880000 7.650000 89.130005 89.130005
150 8.560000 11.720000 91.639999 91.639999
300 11.800000 14.780000 93.510002 93.510002
450 15.539999 17.620001 95.360001 95.360001
600 18.400000 20.450001 97.139999 97.139999
750 20.440001 22.139999 98.169998 98.169998
900 21.699999 23.129999 99.129997 99.129997
1050 24.760000 26.000000 99.659996 99.659996
1200 25.830000 26.109999 99.970001 99.970001
1350 27.070002 28.020000 100.000000 100.000000
1500 27.860001 27.950001 100.000000 100.000000
1650 29.139999 30.140001 100.000000 100.000000
1800 29.940001 29.350000 100.000000 100.000000
1950 30.910000 31.049999 100.000000 100.000000
2100 31.180000 31.430000 100.000000 100.000000
2250 32.480003 32.020000 100.000000 100.000000
2400 32.590000 32.350002 100.000000 100.000000
2550 32.320000 32.060001 100.000000 100.000000
2700 32.810001 32.770000 100.000000 100.000000
2850 33.090000 32.849998 100.000000 100.000000
3000 32.410000 32.310001 100.000000 100.000000
