0 99.959999 23.710001 5.420000 12.780001 3.180000
100 99.980003 24.160000 6.580000 15.830000 3.290000
200 99.980003 25.870001 6.150000 18.639999 3.680000
300 99.980003 26.920000 6.670000 22.270000 3.950000
400 99.989998 29.210001 7.010000 23.930000 3.830000
500 100.000000 30.410000 7.430000 27.170000 4.300000
600 100.000000 33.389999 7.320000 29.629999 4.350000
700 100.000000 34.760002 7.740000 33.059998 4.510000
800 100.000000 36.770000 7.990000 36.070000 4.530000
900 100.000000 38.400002 8.610000 39.469997 4.840000
1000 100.000000 40.840000 9.089999 41.760002 5.490000
1100 100.000000 42.220001 9.179999 44.990002 5.220000
1200 100.000000 44.600002 10.360001 48.270000 5.280000
1300 100.000000 45.030003 9.580000 50.550003 5.540000
1400 100.000000 47.090000 10.760000 54.009998 5.330000
1500 100.000000 49.509998 11.330000 56.349998 6.430000
1600 100.000000 50.739998 11.610000 59.910000 6.210000
1700 100.000000 52.579998 12.200000 62.500000 6.820000
1800 100.000000 53.590000 11.900001 64.980003 6.770000
1900 100.000000 56.889999 12.540001 68.830002 6.650000
2000 100.000000 57.500000 13.620000 72.239998 7.720000
2100 100.000000 59.920002 13.290000 74.550003 6.780000
2200 100.000000 61.209999 13.560000 77.610001 7.250000
2300 100.000000 63.990002 13.950001 80.839996 8.230000
2400 100.000000 65.550003 14.200001 84.209999 7.700000
2500 100.000000 67.029999 15.309999 87.050003 8.299999
2600 100.000000 67.320000 15.780001 87.989998 8.540000
2700 100.000000 68.019997 15.590000 87.629997 8.360000
2800 100.000000 67.619995 16.300001 87.620003 8.550000
2900 100.000000 67.599998 15.970000 87.900002 8.940001
3000 100.000000 68.559998 16.969999 88.430000 9.350000
