0 100.000000 35.840000 15.459999 15.760000 20.320000
100 100.000000 37.920002 16.150002 19.120001 20.950001
200 100.000000 38.810001 16.410000 21.240000 21.580000
300 100.000000 41.510002 17.350000 25.049999 22.660000
400 100.000000 44.180000 18.139999 27.669998 23.360001
500 100.000000 45.739998 19.440001 30.320000 24.469999
600 100.000000 49.020000 19.730000 33.619999 24.510000
700 100.000000 51.040001 20.420000 36.840000 26.609999
800 100.000000 53.950001 21.369999 40.380001 27.939999
900 100.000000 54.869999 22.100000 43.470001 26.769999
1000 100.000000 57.330002 21.969999 46.360001 27.360001
1100 100.000000 60.730000 23.920000 50.520004 29.469999
1200 100.000000 61.489998 24.110001 53.500004 28.799999
1300 100.000000 64.630005 25.459999 56.840004 30.450001
1400 100.000000 67.000000 25.840000 59.840000 31.610001
1500 100.000000 69.129997 27.270000 63.779999 32.790001
1600 100.000000 71.949997 27.389999 66.680000 33.139999
1700 100.000000 74.089996 28.320000 69.019997 34.790001
1800 100.000000 75.639999 29.390001 72.509995 34.290001
1900 100.000000 78.549995 30.490000 76.139999 35.820000
2000 100.000000 80.949997 31.000000 80.470001 36.239998
2100 100.000000 82.889999 32.639999 83.130005 37.770000
2200 100.000000 85.259995 33.770000 86.690002 39.169998
2300 100.000000 87.500000 34.369999 89.510002 39.579998
2400 100.000000 89.279999 34.880001 93.089996 40.349998
2500 100.000000 91.750000 36.469997 96.529999 41.959999
2600 100.000000 91.180000 37.529999 96.419998 43.119999
2700 100.000000 92.009995 37.329998 96.809998 44.160000
2800 100.000000 91.769997 37.400002 96.940002 43.790001
2900 100.000000 92.129997 38.420002 97.290001 43.549999
3000 100.000000 92.549995 39.840000 97.689995 45.559998
