100.000000 70.000000 
99.502487 70.000000 
99.009903 90.000000 
98.522171 80.000000 
98.039215 80.000000 
97.560974 90.000000 
97.087379 90.000000 
96.618362 90.000000 
96.153847 100.000000 
95.693779 100.000000 
95.238098 100.000000 
94.786728 100.000000 
94.339622 100.000000 
93.896713 100.000000 
93.457947 100.000000 
93.023262 100.000000 
92.592590 100.000000 
92.165901 100.000000 
91.743118 100.000000 
91.324196 100.000000 
90.909096 100.000000 
90.497742 100.000000 
90.090088 100.000000 
89.686096 100.000000 
89.285713 100.000000 
88.888893 100.000000 
88.495575 100.000000 
88.105728 100.000000 
87.719299 100.000000 
87.336243 100.000000 
