0 100.000000 96.100006 100.000000 
150 100.000000 96.500000 100.000000 
300 100.000000 96.300003 100.000000 
450 100.000000 97.299995 100.000000 
600 100.000000 96.699997 100.000000 
750 100.000000 97.099998 100.000000 
900 100.000000 97.299995 100.000000 
1050 100.000000 97.299995 100.000000 
1200 100.000000 97.500000 100.000000 
1350 100.000000 97.199997 100.000000 
1500 100.000000 97.599998 100.000000 
1650 100.000000 97.599998 100.000000 
1800 100.000000 97.399994 100.000000 
1950 100.000000 97.199997 100.000000 
2100 100.000000 97.599998 100.000000 
2250 100.000000 97.799995 100.000000 
2400 100.000000 98.000000 100.000000 
2550 100.000000 97.299995 100.000000 
2700 100.000000 97.399994 100.000000 
2850 100.000000 97.500000 100.000000 
3000 100.000000 97.199997 100.000000 
