100.000000 77.959999 77.959999 77.959999
99.502487 84.130005 83.290001 83.820000
99.009903 87.589996 86.159996 87.169998
98.522171 91.070000 89.209999 90.270004
98.039215 92.979996 91.489998 92.360001
97.560974 95.270004 93.529999 94.489998
97.087379 96.389999 94.459999 95.459999
96.618362 97.250000 95.360001 96.559998
96.153847 98.349998 96.860001 97.709999
95.693779 98.979996 97.399994 98.169998
95.238098 99.320000 97.709999 98.589996
94.786728 99.479996 98.279999 98.979996
94.339622 99.800003 98.809998 99.419998
93.896713 99.839996 99.279999 99.610001
93.457947 99.900002 99.309998 99.800003
93.023262 99.849998 99.720001 99.879997
92.592590 99.940002 99.860001 99.879997
92.165901 99.959999 99.889999 99.930000
91.743118 99.930000 99.930000 99.940002
91.324196 99.959999 99.910004 99.889999
90.909096 100.000000 99.980003 99.989998
90.497742 99.980003 99.949997 99.959999
90.090088 100.000000 99.980003 99.980003
89.686096 100.000000 99.989998 99.989998
89.285713 99.970001 100.000000 99.989998
88.888893 99.989998 99.970001 100.000000
88.495575 99.989998 99.989998 99.980003
88.105728 100.000000 100.000000 100.000000
87.719299 100.000000 99.989998 100.000000
87.336243 99.989998 99.989998 100.000000
