0 394 
92 12 
184 15 
276 9 
368 12 
460 10 
552 9 
644 12 
736 18 
828 13 
920 14 
1012 15 
1104 20 
1196 17 
1288 14 
1380 19 
1472 26 
1564 16 
1656 18 
1748 25 
1840 15 
1932 29 
2024 17 
2116 20 
2208 19 
2300 14 
2392 20 
2484 9 
2576 8 
2668 8 
2760 11 
2852 9 
2944 6 
3036 6 
3128 6 
3220 6 
3312 6 
3404 2 
3496 4 
3588 3 
3680 6 
3772 7 
3864 2 
3956 2 
4048 9 
4140 6 
4232 5 
4324 7 
4416 2 
4508 5 
4600 3 
4692 2 
4784 4 
4876 2 
4968 4 
5060 0 
5152 1 
5244 3 
5336 2 
5428 0 
5520 3 
5612 1 
5704 2 
5796 2 
5888 0 
5980 0 
6072 1 
6164 1 
6256 1 
6348 0 
6440 0 
6532 2 
6624 0 
6716 1 
6808 1 
6900 0 
6992 0 
7084 0 
7176 0 
7268 0 
7360 2 
7452 0 
7544 2 
7636 1 
7728 0 
7820 0 
7912 1 
8004 0 
8096 0 
8188 0 
8280 0 
8372 0 
8464 0 
8556 0 
8648 0 
8740 0 
8832 0 
8924 0 
9016 0 
9108 0 
