0 238 
112 9 
224 11 
336 11 
448 17 
560 15 
672 19 
784 18 
896 15 
1008 18 
1120 18 
1232 21 
1344 16 
1456 19 
1568 22 
1680 26 
1792 29 
1904 24 
2016 30 
2128 32 
2240 22 
2352 28 
2464 24 
2576 16 
2688 13 
2800 14 
2912 14 
3024 14 
3136 10 
3248 9 
3360 13 
3472 12 
3584 16 
3696 14 
3808 10 
3920 11 
4032 17 
4144 13 
4256 13 
4368 6 
4480 6 
4592 9 
4704 2 
4816 7 
4928 5 
5040 6 
5152 3 
5264 8 
5376 6 
5488 6 
5600 1 
5712 2 
5824 3 
5936 3 
6048 2 
6160 1 
6272 4 
6384 2 
6496 3 
6608 1 
6720 2 
6832 1 
6944 0 
7056 3 
7168 2 
7280 2 
7392 1 
7504 1 
7616 0 
7728 0 
7840 0 
7952 1 
8064 1 
8176 0 
8288 0 
8400 2 
8512 1 
8624 1 
8736 0 
8848 0 
8960 0 
9072 0 
9184 1 
9296 0 
9408 0 
9520 0 
9632 1 
9744 1 
9856 0 
9968 0 
10080 0 
10192 0 
10304 1 
10416 0 
10528 0 
10640 0 
10752 0 
10864 0 
10976 0 
11088 0 
