7069 643 3751 590 0 0 
5361 2150 10744 4857 0 1444 
2841 9212 2205 3089 0 236 
5045 5926 5714 0 2742 1711 
11503 5436 0 0 1405 0 
10263 0 4573 2711 4071 1823 
4014 6171 7921 2805 2738 2293 
2132 3425 6795 3122 0 0 
4521 7916 998 2528 2104 1283 
937 855 2450 1955 2690 4021 
13605 2898 0 0 1928 3166 
7816 1701 951 4268 0 0 
9914 5999 0 2913 0 0 
10459 2321 1492 0 0 1276 
4274 707 1942 2487 829 0 
5088 2921 0 2205 0 2593 
7482 2178 3946 3546 3755 0 
15220 9208 2138 0 0 531 
4708 118 2688 0 1529 621 
2881 2154 3541 4514 0 0 
7136 1765 283 608 1319 2346 
1714 10913 6700 11299 0 1759 
6957 1728 6897 2171 3819 1828 
6153 3600 3433 2691 3257 4637 
2782 992 0 0 1766 0 
3389 3404 75 4506 1620 2246 
7894 4359 1828 1256 2604 1624 
9446 931 7220 5493 815 3434 
13031 1520 4321 3685 7170 2139 
6529 5363 4021 5011 1834 4897 
3212 3962 6483 0 4113 2314 
5054 522 1723 4600 548 21 
10087 4172 2643 1461 648 0 
5404 8078 4943 1366 2670 0 
9605 3933 449 2512 4117 2115 
6743 2120 0 3020 1840 4643 
6806 1586 1831 32 351 2749 
4111 3423 0 0 2095 120 
5968 5840 2168 0 0 380 
5738 8382 0 0 1274 0 
8322 2492 0 4831 1598 434 
12058 4458 6439 2739 4265 2275 
4667 2832 3354 1971 0 8970 
2686 4645 1545 2596 0 1636 
3961 4112 5914 0 0 737 
8797 0 3677 3729 1312 6175 
3569 43 55 661 1212 0 
2721 3882 6993 815 3097 1844 
10069 4650 5883 3150 3095 1275 
8530 3769 3956 2166 2769 711 
13912 2049 2061 0 0 0 
11642 2171 6664 0 6947 4076 
7787 6346 2376 5578 1689 1999 
9063 4044 4380 0 5147 6562 
1326 5924 1868 0 3785 1257 
7516 4761 4363 1369 3735 3096 
1735 0 6503 263 728 1782 
6766 1327 5494 3836 144 521 
6378 4464 3880 0 0 1916 
4403 6846 4228 2401 0 1349 
7231 2429 0 8414 2722 0 
4455 4432 4736 2447 5247 0 
4550 4430 3889 2246 2366 101 
7441 1228 360 0 1823 505 
3943 7119 1838 2294 2301 0 
5319 1818 3853 2095 3683 2681 
8574 4404 0 3898 3074 0 
10453 0 2240 1277 5390 1502 
3474 8134 0 837 980 0 
7970 3550 0 2308 2020 399 
5105 1913 520 997 4237 0 
4698 5009 4056 0 883 2405 
5860 3435 7341 884 435 4546 
9984 4987 2719 764 2097 3495 
8159 5260 6138 3550 0 4940 
16473 0 4130 3208 0 0 
5959 1932 0 776 0 0 
5777 3723 5200 4566 0 615 
6348 2040 2445 1806 1045 2737 
2598 9450 893 2158 203 316 
4319 4353 6907 4183 0 2850 
18202 2526 4324 0 0 1078 
6713 8008 1880 2310 8019 0 
7543 13803 2418 0 1309 2425 
2420 4249 1459 1613 1194 1268 
5063 2880 2484 1348 0 0 
7456 4200 1893 4281 5221 548 
7054 3272 4252 7266 1743 1990 
8517 0 1282 1691 652 1729 
12199 5932 8233 3738 0 4741 
2285 2170 2260 0 2242 2446 
4559 2997 3117 1192 0 2577 
3431 2340 0 4779 1233 1387 
3814 7394 1125 0 1207 2006 
7513 477 1783 7314 396 986 
3439 2838 3146 2308 2150 0 
7729 421 3953 602 3001 0 
3360 6878 801 0 2307 1230 
7093 6298 0 2361 378 0 
6504 8478 1569 923 853 300 
10212 4786 2472 2189 672 0 
3174 3402 0 1737 730 1505 
6891 3756 2917 2036 520 1199 
7548 864 0 4021 987 0 
4929 4707 2938 0 2931 0 
5210 6733 1951 2346 0 1457 
1635 1910 2149 1817 4568 0 
2281 9063 0 3603 7509 5676 
3494 6690 149 3939 2061 0 
3870 928 1569 2534 1489 0 
7312 4787 6777 2201 3691 1978 
2148 8502 402 0 1212 0 
8787 6528 2690 432 826 1467 
5766 3927 0 541 378 0 
7171 4990 0 520 0 0 
5100 6939 240 0 0 1281 
6576 3911 92 6814 0 0 
6314 6764 1562 2654 4944 1566 
8387 10032 935 4164 1972 1165 
5403 2631 4616 2930 0 0 
3472 1896 0 0 370 1193 
6262 11049 5596 926 1861 1439 
5242 6138 0 96 2232 0 
5877 1423 3226 5926 232 1210 
7330 6393 2834 0 3701 4155 
10630 4594 4650 0 1658 1699 
6488 2526 4404 3189 0 3332 
7433 8330 0 963 1647 994 
5154 33 5385 2792 0 4226 
10266 13812 6989 1670 0 0 
12442 0 4856 4665 0 0 
8560 7514 2629 4311 5485 1136 
8711 0 1611 579 74 2195 
10785 9546 7744 2234 5279 906 
1742 1082 1920 70 3875 1718 
5972 8407 24 4090 0 2990 
1617 2202 2030 1090 2210 0 
4004 494 2138 4676 3645 1360 
14110 9336 2083 1647 791 3845 
6649 0 3531 707 1080 617 
6276 4006 278 0 0 1871 
5808 2357 1130 0 2535 2121 
6993 10112 1467 315 3803 1778 
2230 5720 4467 0 1390 1317 
6504 3812 5717 0 0 2974 
13096 3119 2961 2150 1448 0 
10323 6490 10422 3443 1518 0 
6950 5491 2713 3726 0 0 
4672 91 2158 1244 2563 0 
5300 1595 2939 1804 5621 0 
9879 8467 4558 2521 2971 2100 
4427 5970 2454 0 2664 229 
1445 3216 2112 709 4931 699 
5099 4510 0 3389 280 926 
6806 122 0 4393 2517 0 
2186 4331 0 2377 2698 4421 
5528 2749 6705 2000 4888 1432 
8065 2259 3133 2428 10 6947 
5155 5393 3722 484 2590 2089 
4391 91 4546 0 3181 0 
4168 5842 0 0 3674 3529 
5676 1723 4168 2611 2145 368 
5567 5454 1998 0 2381 6713 
6440 5990 2731 2188 0 0 
7121 5207 3412 0 778 0 
9291 3954 3759 2356 5336 1104 
2605 8901 1965 0 3891 1834 
5607 504 3376 0 0 0 
6262 0 2476 1215 2464 1212 
9824 8230 4032 4172 48 4490 
4018 1140 586 0 1772 1151 
5010 11891 195 508 524 2477 
5034 8785 3768 1184 4858 9939 
6847 5171 0 2253 0 2048 
4252 6536 2836 331 726 0 
2868 4315 275 1346 0 1863 
5038 6060 5932 2915 2260 0 
8376 2888 4288 2580 3677 4374 
4948 5432 3403 3294 521 3643 
4797 428 3129 2073 1433 1274 
4618 0 1368 0 3524 1152 
5324 4412 4562 0 284 1595 
1941 2032 5103 0 0 0 
9754 7170 2136 5441 1652 509 
6254 0 1393 647 1246 0 
3934 2425 2368 915 165 874 
11456 3672 1067 0 1568 5434 
10933 2185 4368 1870 3357 0 
7368 2308 1050 0 0 4004 
5645 2267 0 5206 25 1035 
10214 0 7157 2718 8534 0 
2956 6160 1393 6086 719 2839 
11734 3640 1999 39 0 1888 
1923 3308 1392 3488 5010 0 
5269 8114 2886 6806 0 2268 
7080 7924 1667 0 6141 1684 
5231 2072 3725 805 369 0 
8496 6047 4695 0 2487 0 
5095 3932 4219 3250 3764 6462 
5798 10478 4888 1595 3417 217 
5190 4627 1753 3818 2327 0 
4680 11417 2392 3766 2990 2007 
8324 6734 4524 5166 0 1909 
8219 5907 1108 0 2859 0 
5524 3372 1938 2199 611 2968 
6613 3762 4004 1235 6528 0 
8702 0 1115 725 68 995 
7889 1543 2855 1263 2899 0 
4200 3184 2556 0 8011 0 
5288 1998 1627 1902 748 984 
2919 6810 5697 1391 727 2253 
4971 9290 1778 3568 2273 0 
7161 2957 945 0 621 2009 
11199 4865 871 617 3150 2802 
3108 5663 2439 3736 0 0 
9361 2058 6667 1717 0 1338 
9049 4142 5788 3492 2514 1259 
4797 4617 1912 2485 649 0 
6596 6801 2651 8411 0 3145 
6151 1902 851 1146 1326 0 
8002 9044 0 3500 4335 1417 
11688 8147 0 586 6788 0 
5965 5320 3171 2241 1692 208 
8929 4713 1859 2943 0 0 
1392 5523 3810 7257 492 0 
5858 1024 0 2498 2157 0 
5767 3172 1312 5943 364 0 
3404 777 5164 4158 0 1669 
977 7670 1797 0 238 2033 
3597 2085 1520 0 2139 147 
9171 2660 467 3464 661 1921 
2024 0 4570 2809 2765 2299 
6604 542 2223 0 2421 1960 
6474 8589 5211 0 2172 0 
14205 6194 6252 0 5142 0 
15608 3334 176 1629 0 5822 
4965 733 1316 1475 197 5096 
6688 0 5991 5271 2804 0 
2306 1440 3538 2126 3474 3805 
12710 9665 0 3036 4109 678 
8350 8614 5027 608 0 444 
2576 729 1217 2186 1481 2672 
10792 2269 4080 0 1943 905 
7777 4101 6091 0 0 0 
2357 2389 0 1755 1787 0 
0 7214 1091 269 2902 0 
7649 6821 4750 1714 3989 40 
8468 3884 3193 2413 3246 3492 
2713 3539 3141 2596 0 2266 
4637 1015 660 0 0 0 
4756 5543 0 4036 4909 396 
5939 0 0 972 2855 1664 
12468 5442 3033 0 3263 764 
6548 7647 6004 0 0 0 
5148 1889 8195 0 3934 3532 
8375 2457 1161 0 3530 4283 
1615 6464 3381 1262 5218 0 
3456 4141 1379 0 4362 2453 
6739 5191 5609 5304 746 0 
7447 2314 2920 2051 0 0 
5846 4494 0 1676 2334 973 
2984 1029 3194 0 0 2299 
3026 0 5875 2054 5206 1474 
12462 2959 3839 1957 1452 38 
