20000 82948
20000 69145
20000 62359
20000 59504
20000 75937
20000 64530
20000 74298
20000 66003
20000 66363
20000 66358
20000 62773
20000 78496
20000 61101
20000 80830
20000 70293
20000 72250
20000 72404
20000 56726
20000 79886
20000 75803
20000 68381
20000 75966
20000 70392
20000 59475
20000 73814
20000 77896
20000 70030
20000 77179
20000 60634
20000 59923
20000 74664
20000 64090
20000 69141
20000 55333
20000 77816
20000 77833
20000 75077
20000 71213
20000 69112
20000 68658
20000 53856
20000 63599
20000 60588
20000 68822
20000 78904
20000 69177
20000 70755
20000 59545
20000 66875
20000 69355
20000 70961
20000 82035
20000 46445
20000 66184
20000 75549
20000 74712
20000 53016
20000 74220
20000 65745
20000 66457
20000 62880
20000 84835
20000 60792
20000 74720
20000 80648
20000 76606
20000 53883
20000 78484
20000 80516
20000 70837
20000 73525
20000 72200
20000 75854
20000 75163
20000 83115
20000 62693
20000 68965
20000 67234
20000 70075
20000 86233
20000 72991
20000 78393
20000 87450
20000 60186
20000 76461
20000 59822
20000 73114
20000 71529
20000 73580
20000 71831
20000 78893
20000 78929
20000 65238
20000 78085
20000 64397
20000 70286
20000 82187
20000 73290
20000 64912
20000 56207
20000 56050
20000 66098
20000 76364
20000 53248
20000 71836
20000 74299
20000 68213
20000 68690
20000 66100
20000 68164
20000 80817
20000 76769
20000 79887
20000 72185
20000 65374
20000 53787
20000 69377
20000 67910
20000 71431
20000 71519
20000 85335
20000 71392
20000 80978
20000 67574
20000 73208
20000 75369
20000 53986
20000 70501
20000 66853
20000 69105
20000 60400
20000 81385
20000 62737
20000 73898
20000 69040
20000 68538
20000 80265
20000 83968
20000 59724
20000 70101
20000 66634
20000 85036
20000 75744
20000 57897
20000 74081
20000 83767
20000 65041
20000 52658
20000 74769
20000 55553
20000 65328
20000 58926
20000 57764
20000 77984
20000 61665
20000 63973
20000 76937
20000 86217
20000 73575
20000 72361
20000 60769
20000 68786
20000 68766
20000 76000
20000 67387
20000 73944
20000 65485
20000 71588
20000 67846
20000 48254
20000 68640
20000 79456
20000 77521
20000 74402
20000 63196
20000 49674
20000 68347
20000 76377
20000 76158
20000 60002
20000 75397
20000 62043
20000 75584
20000 70856
20000 72616
20000 83252
20000 59776
20000 63491
